draw_bet365_probs,season,fulltime_result,date,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.38,2021_2022,2,2022-02-06,1,Barcelona,1,0,0.25,2124,75,10,4,3,3,86,2,10,3,57,42,2,8,15,0,0,1.0,3,0,0.36,2124,65,16,6,9,1,81,3,5,4,60,63,1,13,22,6,0,1.3,0,0,-0.03,-20,10,-3,3,-5,-1,1,1,8,0,-24,-23,-1,-13,6,-3,-1,0.9,-0.030000000000000027,1,-1,-0.19999999999999998,-28,24,9,1,8,0,4,2,2,-1,20,29,0,5,10,6,-1,1.8
0.4,2021_2022,0,2022-02-06,1,Real Betis,4,2,0.27,2098,61,15,8,3,4,88,4,5,1,61,37,3,12,14,4,0,0.6,3,2,0.33,2087,56,12,6,4,2,79,2,10,3,57,55,2,13,11,1,0,0.9,0,-1,0.15000000000000002,5,0,-3,3,-5,-1,9,1,-3,-2,-1,-3,1,-2,1,2,0,0.0,0.02999999999999997,3,2,-0.07999999999999999,-14,5,3,2,2,-1,6,1,2,-2,-9,7,1,-2,-1,-2,0,1.2999999999999998
0.33,2021_2022,2,2022-02-06,1,Real Madrid,2,0,0.07,2274,64,23,8,8,7,87,6,10,1,68,72,0,11,12,3,0,2.1,0,0,0.6,1911,55,6,2,2,2,67,1,4,1,61,46,5,12,15,0,0,0.6,-2,-1,-0.05,17,-2,0,0,1,-1,-3,3,7,-3,-20,17,-6,-4,-12,0,0,-0.5,-0.019999999999999962,-2,-1,-0.13,-13,5,-1,-2,0,1,-5,0,-4,0,11,19,5,2,0,-4,0,0.0
0.33,2021_2022,2,2022-02-07,1,Athletic Bilbao,1,1,0.14,2045,32,9,3,6,0,63,0,7,2,62,46,3,20,8,6,0,0.8,1,1,0.53,1892,38,12,4,3,5,85,2,6,3,50,62,4,15,11,1,1,0.6,1,1,0.12000000000000002,18,-25,-1,1,3,-5,-11,0,2,0,3,3,2,9,-5,6,0,-0.4,-0.010000000000000009,-1,0,0.09999999999999998,0,-14,-2,-3,-2,3,3,-1,4,1,-19,18,2,6,-2,0,1,-0.30000000000000004
0.33,2021_2022,2,2022-02-11,1,Sevilla,0,0,0.11,2136,73,9,4,3,2,87,1,1,1,62,36,3,7,13,1,0,0.8,3,0,0.56,1887,59,14,4,7,3,73,3,7,3,55,58,1,15,10,1,0,0.3,-2,0,0.06999999999999998,-7,8,-7,-1,-6,0,3,1,-6,1,-15,-1,1,-4,-3,0,0,0.19999999999999996,0.02999999999999997,1,-1,-0.35,9,24,11,2,6,3,-4,1,4,3,-4,31,-5,1,1,0,0,0.30000000000000004
0.37,2021_2022,1,2022-02-12,1,Cadiz,1,1,0.41,1832,53,12,5,3,4,82,1,4,1,52,37,3,15,14,4,0,0.7,2,1,0.22,1991,51,13,3,4,6,77,0,7,0,53,42,0,17,16,0,0,1.0,-1,0,-0.020000000000000018,16,19,4,3,-1,2,14,0,2,0,-25,-22,-5,-1,-1,-2,0,0.10000000000000009,0.009999999999999953,0,-1,-0.3,7,16,7,-1,3,5,9,0,7,-1,-6,-20,-2,1,5,-4,0,0.0
0.4,2021_2022,1,2022-02-12,1,Villarreal,2,1,0.29,2107,39,9,3,4,2,77,2,6,1,52,48,3,14,17,3,0,0.4,1,0,0.31,2275,65,24,11,6,7,89,0,9,2,46,34,3,9,11,2,0,1.7,-1,-1,0.23,5,-16,-3,-3,0,0,-2,0,-4,-2,-4,-7,1,1,6,2,0,-0.9999999999999999,0.09000000000000002,-1,0,0.020000000000000004,-23,1,1,3,-2,0,1,-6,-1,1,-22,-37,3,-2,-1,-1,0,-1.2999999999999998
0.37,2021_2022,0,2022-02-12,1,Rayo Vallecano,0,0,0.24,1917,48,11,0,8,3,77,0,2,0,47,57,1,17,17,2,0,0.9,0,0,0.39,1935,26,9,3,5,1,68,0,1,0,47,63,4,13,7,1,0,1.6,0,0,0.13,-5,-19,-18,-3,-7,-8,-2,0,-7,-2,-19,4,-1,9,-2,1,0,-1.2,0.0,-2,0,0.06,20,-18,-7,-4,-4,1,1,-4,-2,-4,20,10,2,-2,-5,-1,0,-1.7000000000000002
0.31,2021_2022,2,2022-02-12,1,Atletico Madrid,2,1,0.11,2113,42,10,4,5,1,81,3,5,3,56,34,0,13,13,2,0,2.5,3,2,0.59,1908,41,14,8,4,2,76,1,2,1,61,42,2,12,12,4,0,2.1,-1,1,0.26,4,-22,-6,-2,-4,0,0,0,0,-1,-3,-28,-1,0,-9,-4,0,-1.2,0.08000000000000002,3,2,-0.34,6,11,5,6,1,-2,15,1,0,1,-3,-11,-1,-1,-2,3,0,0.5
0.37,2021_2022,2,2022-02-13,1,Alaves,1,1,0.33,1829,40,6,2,3,1,61,2,3,2,52,41,1,11,14,1,0,1.8,0,0,0.3,2000,39,14,3,9,2,65,1,9,4,70,47,2,17,12,4,0,1.2,1,1,-0.14,-5,15,0,0,0,0,0,1,2,-1,-22,-16,-2,-5,7,1,0,0.30000000000000004,0.0,-2,-2,-0.26999999999999996,0,5,7,0,6,1,6,0,5,4,14,11,-1,-5,-1,-2,0,0.40000000000000013
0.3,2021_2022,2,2022-02-13,1,Real Sociedad,0,0,0.09,2031,60,8,2,5,1,78,1,9,5,81,52,3,14,17,2,0,2.9,0,0,0.6,1910,34,7,3,3,1,78,0,2,1,58,65,10,11,9,1,0,1.2,0,0,0.15,-29,-10,-1,-1,1,-1,-4,0,2,2,17,5,1,-3,5,1,0,-0.4,0.06,0,0,0.31,-20,-21,1,1,1,-1,10,-1,-2,0,-2,18,5,-1,-6,1,0,-0.09999999999999998
0.35,2021_2022,1,2022-02-13,1,Espanyol,1,1,0.48,1888,56,7,3,3,1,81,1,3,3,68,37,2,11,16,3,0,1.1,4,3,0.17,2135,57,9,4,4,1,87,1,3,1,72,65,2,15,13,2,1,1.5,0,0,0.16000000000000003,-15,18,-5,-1,0,-4,-4,-1,-3,0,18,-24,-2,-4,5,2,-1,-0.7999999999999999,-0.03999999999999998,3,3,0.10999999999999999,5,-18,-1,0,1,-2,1,-1,-7,-2,15,23,0,7,-2,2,1,-0.5
0.35,2021_2022,2,2022-02-14,1,Real Mallorca,2,1,0.39,1872,46,17,5,8,4,77,0,6,0,68,62,4,14,14,2,0,1.9,2,2,0.26,2045,43,7,4,0,3,74,2,5,6,66,62,2,17,11,3,0,1.6,2,1,-0.38999999999999996,-11,2,9,3,5,1,-1,-3,0,-3,7,18,0,2,2,2,-1,1.0999999999999999,0.03999999999999998,1,1,-0.19,25,10,-2,1,-6,3,10,2,-2,4,4,15,-1,-3,3,-3,0,0.4
0.34,2021_2022,0,2022-02-16,1,Atletico Madrid,4,3,0.09,2116,50,11,7,3,1,76,2,5,0,37,50,1,18,17,4,1,1.3,2,1,0.58,1809,41,12,4,4,4,74,0,5,3,66,44,7,13,7,1,1,0.6,2,2,-0.25,-11,7,1,3,-2,0,-4,-1,0,-3,-18,15,1,5,4,2,1,1.2,-0.07,2,1,-0.09999999999999998,-9,-17,1,2,-2,1,-4,0,-3,1,6,-13,2,0,-5,-2,1,1.2
0.35,2021_2022,2,2022-02-18,1,Elche,0,0,0.35,1883,43,7,1,2,4,77,0,4,0,68,47,4,14,11,5,0,2.5,0,0,0.3,1895,54,10,3,4,3,73,0,4,5,90,52,2,11,13,2,0,0.7,-3,0,0.29000000000000004,9,-16,-7,-3,-5,1,3,-3,-3,-3,13,-11,3,-1,1,4,0,-0.6000000000000001,-0.019999999999999962,0,0,-0.21000000000000002,-18,6,-1,3,-4,0,-3,0,2,5,43,-5,1,-6,-4,0,0,0.09999999999999998
0.35,2021_2022,0,2022-02-19,1,Osasuna,3,2,0.42,1957,45,12,5,6,1,58,3,5,2,90,47,3,16,11,1,0,0.6,0,0,0.22,2098,54,10,1,5,4,79,1,5,2,60,52,4,9,18,3,0,1.1,3,2,-0.010000000000000009,3,18,3,2,1,0,-10,3,4,2,43,-16,-1,3,4,0,0,1.2000000000000002,0.010000000000000009,-4,-3,-0.020000000000000004,3,3,-1,-6,2,3,2,-1,0,2,22,2,3,-9,1,-1,-1,-1.2
0.34,2021_2022,1,2022-02-19,1,Cadiz,0,0,0.37,1834,44,8,2,3,3,75,1,3,1,50,54,1,12,18,3,0,0.5,3,3,0.29,1905,49,10,4,3,3,75,1,4,0,35,50,4,17,16,4,0,0.9,-1,-1,-0.06,-6,-9,-4,-3,0,-1,-7,0,-1,0,-2,17,-2,-3,4,-1,0,-0.10000000000000009,0.020000000000000018,0,1,0.38999999999999996,9,8,-4,-4,-1,1,0,0,2,-1,-25,7,2,5,4,0,0,1.3
0.33,2021_2022,2,2022-02-19,1,Real Madrid,0,0,0.06,2260,56,17,6,7,4,90,4,3,4,63,63,2,10,11,4,0,2.9,2,1,0.61,1841,40,9,5,4,0,58,1,5,1,64,60,3,15,15,4,0,0.6,-1,0,0.24,1,-9,-7,-5,1,-3,1,4,-6,2,16,28,-1,1,0,2,0,-0.40000000000000013,0.07,1,0,-0.04999999999999999,-9,0,3,3,1,-1,-3,-1,2,-1,11,19,2,4,1,3,0,0.9
0.37,2021_2022,1,2022-02-20,1,Espanyol,2,1,0.38,1892,35,10,4,4,2,77,1,3,2,50,28,2,14,12,3,2,1.5,2,0,0.25,2146,56,14,6,4,4,84,0,5,2,55,52,1,13,13,1,0,0.5,1,0,-0.050000000000000044,-4,-20,3,1,1,1,-3,0,0,-1,-18,-9,0,3,-4,0,2,0.5000000000000001,0.019999999999999962,2,0,-0.13,-3,-16,5,2,1,2,-2,-1,4,1,-7,16,-2,6,0,0,0,-0.5
0.38,2021_2022,0,2022-02-20,1,Valencia,1,0,0.39,1988,59,9,4,5,0,70,0,9,2,100,39,3,17,13,3,0,0.8,2,1,0.22,2127,64,12,4,7,1,87,3,5,3,60,71,2,13,12,2,1,2.0,1,0,-0.030000000000000027,2,19,-5,1,-4,-2,4,-1,0,-2,29,-8,1,0,1,-1,0,0.09999999999999987,0.0,-2,-2,-0.07999999999999999,11,7,3,0,3,0,0,2,2,2,-12,6,0,-2,-1,0,0,0.5
0.35,2021_2022,2,2022-02-20,1,Real Betis,4,3,0.14,2108,58,19,11,4,4,82,3,7,2,68,55,2,8,12,2,0,1.5,3,2,0.51,1884,44,16,5,4,7,71,2,6,4,20,55,0,22,13,6,0,0.4,4,3,-0.04000000000000001,-11,-1,10,8,1,1,-2,2,1,0,10,3,1,-11,-2,0,0,1.6,0.0,1,1,0.2,6,-1,-1,0,-4,3,-5,2,0,4,-48,-7,-4,8,-1,4,0,-0.3999999999999999
0.34,2021_2022,2,2022-02-20,1,Athletic Bilbao,2,0,0.27,2033,55,7,2,3,2,74,3,6,1,85,45,3,15,20,4,0,2.8,2,1,0.39,2043,57,18,8,5,5,82,4,6,0,42,58,2,13,12,0,0,0.4,0,-2,0.12,0,12,0,-2,3,-1,0,1,1,-5,19,-17,1,-2,9,1,0,0.8,0.019999999999999962,2,1,-0.21,2,-3,10,6,0,4,4,3,-3,-5,-38,6,-1,-1,-5,-2,0,2.5
0.33,2021_2022,1,2022-02-21,1,Celta Vigo,0,0,0.14,1989,55,6,1,4,1,79,0,3,3,47,45,2,19,10,2,0,1.2,1,0,0.53,1827,45,8,5,2,1,77,0,3,0,42,47,1,19,9,4,0,1.7,-2,-1,0.01999999999999999,9,3,-7,-2,0,-5,1,0,-4,3,-6,3,2,2,-6,2,0,0.30000000000000004,0.020000000000000018,-1,-1,0.20999999999999996,-8,4,-4,1,-2,-3,2,0,-2,-3,-24,2,-6,6,2,3,-1,-1.1
0.37,2021_2022,2,2022-02-25,1,Levante,1,0,0.22,1833,37,13,3,6,4,71,1,5,1,50,52,3,16,14,5,0,2.1,2,0,0.41,1891,43,9,5,4,0,74,4,2,1,64,62,1,18,15,2,0,0.6,0,0,-0.04999999999999993,18,-8,5,-2,4,3,-6,1,2,1,7,5,2,-3,5,1,0,1.1,-0.010000000000000009,2,0,-0.21000000000000008,-4,0,2,4,2,-4,-3,4,-2,1,-4,15,-3,4,4,-3,0,2.2
0.36,2021_2022,0,2022-02-26,1,Real Mallorca,1,0,0.28,1881,45,10,1,4,5,83,0,7,2,52,55,3,17,13,2,0,1.8,1,0,0.36,1972,35,11,5,4,2,72,1,8,2,45,45,2,22,15,3,0,0.6,-2,-2,0.12,12,0,-6,-4,0,-2,11,-2,1,-2,32,0,3,-5,0,-4,0,-1.5,0.0,0,0,0.09000000000000002,-12,-23,2,1,-1,2,1,1,-1,0,-54,6,-1,5,2,0,0,-0.3999999999999999
0.31,2021_2022,1,2022-02-26,1,Getafe,1,1,0.2,1906,35,6,1,3,2,66,0,2,1,60,65,1,11,15,4,0,1.1,0,0,0.49,1839,30,7,2,5,0,66,0,1,1,44,68,5,11,6,1,0,1.0,-2,-2,-0.3,-3,-14,-4,-3,0,-1,-9,-1,-2,1,24,15,-3,-6,-1,0,0,-1.2000000000000002,0.030000000000000027,-2,-1,0.27999999999999997,12,-10,-2,-3,1,0,7,-1,-4,0,-20,7,2,-4,-9,-3,0,-1.2000000000000002
0.36,2021_2022,0,2022-02-26,1,Rayo Vallecano,1,0,0.48,1887,56,13,2,8,3,80,1,3,0,71,37,3,15,17,4,0,0.9,3,0,0.16,2262,69,23,9,12,2,89,3,7,7,42,32,2,6,10,1,0,2.1,1,0,0.06,-22,1,3,-1,4,0,7,1,-1,-5,-19,-14,1,4,4,2,0,-0.20000000000000007,-0.020000000000000018,3,0,-0.25,-15,13,6,3,5,-2,0,-1,4,3,-20,-31,0,-4,-1,-3,0,1.2
0.33,2021_2022,2,2022-02-26,1,Atletico Madrid,3,1,0.14,2111,37,5,4,0,1,70,2,2,0,47,32,4,19,12,2,0,0.6,1,0,0.53,1983,63,8,4,2,2,83,1,2,5,75,47,2,15,16,3,0,0.8,3,1,0.13,-18,-16,-5,3,-5,-3,-9,1,-3,-2,-12,-20,0,10,-6,-1,0,-0.19999999999999996,0.009999999999999953,1,0,-0.07999999999999999,-2,7,2,3,-2,1,4,1,-1,2,27,2,0,-4,6,1,0,0.19999999999999996
0.34,2021_2022,2,2022-02-27,1,Real Sociedad,0,0,0.18,2008,53,9,2,4,3,79,0,4,0,62,51,4,9,7,1,0,1.0,0,0,0.47,1942,62,14,4,6,4,80,0,4,1,66,67,1,12,17,1,0,0.4,-2,-1,0.30000000000000004,12,-3,-9,-6,-1,-2,-2,-4,-2,0,19,-6,2,-4,-5,1,0,-2.5,0.040000000000000036,-3,-2,0.02999999999999997,22,17,2,-1,0,3,21,-3,-1,-1,-24,19,-2,-4,6,0,0,-1.0
0.38,2021_2022,2,2022-02-27,1,Barcelona,4,3,0.14,2165,64,7,6,0,1,84,3,3,1,46,54,4,16,21,4,0,3.1,4,0,0.48,2047,46,18,8,8,2,73,3,6,4,59,48,2,9,8,4,0,0.3,2,2,0.04999999999999999,-8,0,-5,2,-7,0,-3,0,-2,-2,-13,-16,2,3,9,2,-1,0.5,0.030000000000000027,2,0,0.010000000000000009,-12,-8,11,6,5,0,-1,0,0,3,-26,3,-1,-6,-12,0,0,1.1999999999999997
0.35,2021_2022,1,2022-02-28,1,Granada,1,0,0.22,1891,38,20,5,8,7,66,3,9,1,57,42,3,15,10,3,0,0.2,1,1,0.43,1833,64,9,2,5,2,79,1,7,5,44,34,0,17,11,3,0,0.7,1,0,-0.16999999999999998,-7,-4,5,3,1,1,-7,2,4,1,-2,1,-3,2,-3,1,0,1.0999999999999999,0.06,1,1,-0.03999999999999998,2,20,1,0,2,-1,4,0,4,4,-5,-20,-1,5,-7,0,0,-0.19999999999999996
0.32,2021_2022,1,2022-03-04,1,Alaves,2,1,0.47,1843,50,7,3,4,0,64,3,1,4,45,58,1,24,7,4,0,1.4,1,1,0.2,2132,56,7,2,4,1,86,2,7,4,64,71,3,14,14,4,1,1.2,2,1,-0.12,-2,20,0,1,-1,0,-2,3,0,3,1,-9,-4,13,1,3,0,0.4,-0.020000000000000018,-1,1,0.14,10,0,-7,-4,0,-3,1,2,2,2,9,18,2,1,1,3,1,-0.30000000000000004
0.38,2021_2022,2,2022-03-05,1,Osasuna,0,0,0.39,1936,42,11,1,7,3,77,0,5,4,60,58,4,9,10,5,0,0.8,5,3,0.23,2124,65,19,11,6,2,85,5,10,2,82,71,1,11,12,2,0,0.5,0,0,0.04999999999999999,-15,-20,-3,-3,1,-1,-2,0,1,3,-6,-9,3,-3,-7,4,0,-0.19999999999999996,-0.009999999999999953,1,1,-0.09,10,3,4,4,1,-1,4,2,8,-1,9,14,-2,1,-1,-4,0,-0.5
0.34,2021_2022,2,2022-03-05,1,Espanyol,1,0,0.25,1891,34,7,2,4,1,75,1,3,1,40,28,7,12,11,1,0,0.1,2,0,0.41,1902,49,12,3,8,1,62,2,6,4,55,41,1,7,23,2,1,0.4,0,0,0.17000000000000004,4,-9,-4,-2,-1,-1,-6,-1,0,0,-26,0,6,-2,-2,-3,0,-0.3999999999999999,-0.03999999999999998,1,-1,-0.08999999999999997,1,13,6,2,5,-1,-3,2,4,3,-4,-24,0,-4,8,-2,1,0.20000000000000007
0.37,2021_2022,2,2022-03-05,1,Valencia,1,1,0.18,1991,32,8,4,3,1,62,0,1,1,50,68,3,21,14,4,1,1.6,0,0,0.46,1887,36,6,1,2,3,69,0,0,3,81,40,4,12,15,3,1,0.4,0,1,-0.030000000000000027,-16,-2,-3,-1,-1,-1,-9,-1,-7,-1,4,23,1,-1,-1,1,1,-0.20000000000000007,-0.020000000000000018,-1,0,-0.21,-12,-1,-14,-4,-6,-4,2,-3,-9,2,24,-2,1,-3,5,0,1,-2.0999999999999996
0.38,2021_2022,2,2022-03-05,1,Real Madrid,1,0,0.14,2265,66,13,6,2,5,87,3,9,5,72,42,5,5,19,3,0,2.0,2,1,0.48,2027,48,13,3,6,4,80,1,4,1,72,51,1,9,12,2,0,0.8,-2,0,0.1,2,-3,-10,-3,-10,3,-2,0,2,-2,29,10,3,-1,9,2,0,-0.7999999999999998,0.02999999999999997,1,1,0.07,6,-9,2,-2,3,1,-4,0,-2,-1,15,9,0,-1,4,2,0,0.6000000000000001
0.36,2021_2022,2,2022-03-06,1,Cadiz,0,0,0.32,1837,63,12,4,7,1,82,1,4,1,35,60,1,17,12,3,0,1.1,0,0,0.32,1891,34,19,5,10,4,81,1,5,0,83,57,5,20,5,5,0,1.1,-1,-1,0.06,-1,-1,3,2,2,-1,3,0,-3,-4,-8,25,1,0,1,0,0,0.19999999999999996,0.009999999999999953,-1,0,0.18,-8,-22,6,3,2,1,0,0,2,0,11,19,2,5,-12,1,0,0.20000000000000007
0.33,2021_2022,2,2022-03-06,1,Celta Vigo,0,0,0.17,1977,63,16,2,7,7,84,1,9,2,72,50,4,7,10,3,0,2.7,0,0,0.5,1858,51,13,1,7,5,80,0,3,1,61,48,1,12,9,0,0,1.5,-1,0,0.39,-6,0,8,-2,5,5,0,0,7,-3,-2,2,2,-8,-6,0,0,-0.3999999999999999,0.0,0,0,0.09999999999999998,-10,-15,-10,-2,-6,-2,-2,-1,-11,0,-19,17,-2,-2,-12,-4,0,-1.3
0.37,2021_2022,0,2022-03-06,1,Real Betis,2,1,0.35,2090,55,14,5,2,7,83,1,4,1,44,44,0,13,15,3,0,1.0,2,1,0.28,2117,36,13,6,6,1,77,1,5,1,50,50,2,10,7,4,0,2.8,-2,-2,-0.09,21,-3,-5,-6,-2,3,1,-2,-3,-1,-24,-11,-2,5,3,1,0,-0.7000000000000002,-0.050000000000000044,-1,0,-0.07999999999999999,13,-1,8,2,6,0,7,-1,3,1,2,17,-2,-9,-5,2,0,-0.5000000000000001
0.36,2021_2022,2,2022-03-07,1,Athletic Bilbao,0,0,0.14,2030,28,6,3,1,2,73,0,0,3,60,57,3,10,8,1,0,3.1,3,1,0.5,1848,42,11,4,6,1,75,2,3,3,81,39,3,17,8,1,0,0.5,-4,0,0.20999999999999996,14,-18,-12,-5,-7,0,0,-3,-6,-1,0,9,1,1,0,-3,0,-2.5,0.03999999999999998,2,1,-0.31000000000000005,6,5,-2,1,0,-3,3,1,-2,2,31,-13,0,1,-6,-4,0,0.40000000000000013
0.3,2021_2022,2,2022-03-11,1,Atletico Madrid,3,1,0.09,2135,34,8,6,2,0,71,5,3,1,52,44,5,10,15,3,0,0.3,2,0,0.61,1850,46,13,7,5,1,72,0,5,1,64,50,3,23,15,5,0,0.8,1,0,0.14,6,-1,-5,0,-4,-1,-6,4,-2,0,2,-5,3,0,8,-1,0,2.1999999999999997,0.03999999999999998,2,0,-0.10999999999999999,4,-16,1,3,-2,0,-10,-1,1,0,28,-10,2,6,3,2,0,0.40000000000000013
0.37,2021_2022,1,2022-03-12,1,Levante,1,0,0.26,1843,50,5,2,2,1,78,0,3,0,52,35,5,14,6,2,0,1.1,2,2,0.36,1902,55,4,1,2,1,77,0,1,5,41,53,3,17,13,6,0,0.4,-2,-1,0.28,15,7,-6,-2,-4,0,3,-2,0,-3,-29,-4,2,-3,-2,1,0,-1.6,-0.010000000000000009,1,2,-0.30000000000000004,-5,20,-3,-1,-2,0,1,-1,-2,4,1,25,-4,5,2,5,0,-1.0
0.36,2021_2022,0,2022-03-12,1,Granada,1,0,0.25,1880,47,7,0,6,1,67,0,6,2,35,47,1,13,14,3,0,1.4,1,1,0.38,1871,32,13,3,5,5,69,1,5,3,43,38,6,10,6,2,1,1.2,1,0,0.24000000000000002,-4,11,1,-1,4,-2,-1,0,6,-1,-46,7,-3,1,-1,0,-1,0.2,0.020000000000000018,1,1,0.15999999999999998,-15,-24,5,0,1,4,-14,-1,2,2,-31,-22,5,2,-9,0,0,0.5000000000000001
0.36,2021_2022,1,2022-03-12,1,Getafe,0,0,0.27,1891,44,12,3,5,4,72,0,5,1,50,46,0,15,16,5,0,0.9,3,0,0.36,1998,52,12,4,6,2,74,2,3,1,70,52,0,14,13,3,0,0.2,-2,0,0.20999999999999996,-4,-4,0,0,-3,3,9,-2,-1,-3,-5,5,-1,8,-7,3,-1,-0.7000000000000001,0.030000000000000027,2,-1,-0.18,19,19,4,0,3,1,11,2,2,0,20,-16,-3,-7,-1,-1,-1,1.0
0.37,2021_2022,2,2022-03-13,1,Real Betis,1,1,0.26,2054,65,18,6,4,8,85,2,10,0,50,55,3,16,10,5,0,0.7,3,0,0.36,2035,50,17,9,5,3,82,6,4,3,75,65,1,6,14,1,0,0.5,-1,0,0.20999999999999996,-18,10,4,1,2,1,1,1,6,-1,5,10,3,3,-5,2,0,-0.5,0.020000000000000018,3,0,-0.33999999999999997,-17,21,11,6,4,1,8,6,4,0,15,7,-2,-4,6,0,0,2.8000000000000003
0.32,2021_2022,2,2022-03-13,1,Real Sociedad,1,1,0.12,2023,36,1,1,0,0,81,0,1,0,76,27,4,14,12,2,0,2.2,0,0,0.56,1848,34,14,2,7,5,60,4,5,1,50,55,4,16,8,3,0,0.8,-1,0,0.22999999999999998,13,-12,-12,-2,-6,-4,0,-1,-3,-1,4,-23,3,5,0,0,0,-0.8,0.020000000000000018,-2,-1,-0.020000000000000018,4,-16,7,-1,3,5,-3,1,4,-3,4,-3,3,-8,1,-1,0,0.3999999999999999
0.3,2021_2022,2,2022-03-13,1,Barcelona,2,0,0.08,2167,67,20,9,9,2,86,6,6,4,52,61,2,8,8,6,0,3.6,1,0,0.62,1948,27,12,3,8,1,62,1,6,2,57,22,1,12,6,1,0,0.2,-2,-1,-0.030000000000000013,8,-4,3,2,2,-1,-5,3,1,0,-3,19,-1,0,-2,4,0,0.9999999999999996,-0.04999999999999999,1,0,-0.07999999999999996,-6,-14,1,2,1,-2,-15,1,1,-2,-2,-35,-3,3,-4,-4,0,0.4
0.35,2021_2022,0,2022-03-14,1,Real Mallorca,3,1,0.52,1854,40,12,3,5,4,75,1,5,0,42,62,4,9,15,4,1,1.4,4,2,0.14,2281,63,18,8,4,6,89,1,7,3,91,72,0,12,14,0,0,1.8,3,1,0.12,-13,-10,-1,2,-2,-1,-4,1,2,-1,-19,13,3,-3,6,4,1,1.0,-0.02999999999999997,3,2,-0.01999999999999999,3,-2,5,2,2,1,2,-2,-2,-2,19,29,-5,7,-5,-3,0,-0.10000000000000009
0.29,2021_2022,1,2022-03-18,1,Athletic Bilbao,0,0,0.16,2028,48,11,2,6,3,81,1,6,4,50,68,4,12,17,5,0,2.0,0,0,0.55,1891,52,16,6,6,4,68,1,5,2,54,44,1,18,21,6,0,0.4,-3,0,0.21999999999999997,5,-1,-6,-7,1,0,0,-5,2,1,-25,3,3,6,3,4,0,-2.6,0.010000000000000009,0,0,-0.13999999999999996,-11,7,4,3,1,0,-4,1,0,1,4,-2,1,3,5,1,0,0.5
0.35,2021_2022,0,2022-03-19,1,Alaves,0,0,0.22,1845,40,13,4,2,7,62,0,4,7,54,46,4,12,15,1,0,1.7,0,0,0.43,1867,56,15,4,6,5,78,3,3,1,55,45,1,15,15,3,0,2.1,0,0,0.09000000000000008,5,6,-1,2,-5,2,2,-4,-1,6,4,-9,0,-4,7,-2,0,-0.5999999999999999,0.0,-1,0,-0.21000000000000002,-7,8,8,4,0,4,10,3,-3,-1,19,-2,0,2,1,0,0,0.9999999999999999
0.38,2021_2022,0,2022-03-19,1,Elche,1,1,0.31,1884,43,13,2,6,5,73,1,3,1,54,54,4,16,15,6,0,0.6,0,0,0.32,1998,47,6,0,6,0,67,0,3,3,76,55,6,21,17,5,0,0.9,0,0,-0.18999999999999995,-5,10,0,-1,1,0,4,0,-2,-2,10,16,-2,6,9,4,-1,0.09999999999999987,0.02999999999999997,-3,0,0.18,7,-4,-6,-4,0,-2,-7,-2,0,2,6,3,6,7,4,2,0,-1.4000000000000001
0.35,2021_2022,0,2022-03-19,1,Rayo Vallecano,1,0,0.43,1882,42,10,2,4,4,71,0,5,3,61,51,1,16,14,0,0,1.4,2,1,0.22,2157,45,6,5,1,0,79,0,0,1,29,60,1,23,14,4,1,1.4,1,0,0.07,-13,-10,-4,-1,-3,0,-9,-1,-1,1,3,1,-4,1,-9,-3,0,-0.7000000000000001,-0.010000000000000009,-1,0,-0.19000000000000003,18,10,-2,-1,-1,0,8,-5,-3,0,-23,15,-4,13,-1,1,1,-2.5
