draw_bet365_probs,date,season,fulltime_result,is_home,team,team_fulltime_goals,team_halftime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_shots_off_target,team_blocked,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_tackles_percent,team_aerial_duels,team_saves,team_fouls_committed,team_fouls_won,team_yellow_cards,team_red_cards,team_xg,opponent_fulltime_goals,opponent_halftime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_shots_off_target,opponent_blocked,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_tackles_percent,opponent_aerial_duels,opponent_saves,opponent_fouls_committed,opponent_fouls_won,opponent_yellow_cards,opponent_red_cards,opponent_xg,fd_team_fulltime_goals,fd_team_halftime_goals,fd_team_win_bet365_probs,fd_team_pre_rating,fd_team_possession,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_blocked,fd_team_passing_percent,fd_team_clear_cut_chances,fd_team_corners,fd_team_offsides,fd_team_tackles_percent,fd_team_aerial_duels,fd_team_saves,fd_team_fouls_committed,fd_team_fouls_won,fd_team_yellow_cards,fd_team_red_cards,fd_team_xg,fd_draw_bet365_probs,fd_opponent_fulltime_goals,fd_opponent_halftime_goals,fd_opponent_win_bet365_probs,fd_opponent_pre_rating,fd_opponent_possession,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_blocked,fd_opponent_passing_percent,fd_opponent_clear_cut_chances,fd_opponent_corners,fd_opponent_offsides,fd_opponent_tackles_percent,fd_opponent_aerial_duels,fd_opponent_saves,fd_opponent_fouls_committed,fd_opponent_fouls_won,fd_opponent_yellow_cards,fd_opponent_red_cards,fd_opponent_xg
0.37,2017-11-19,2017_2018,2,0,Levante,1,0,0.42,1872,48,7,4,2,1,78,1,7,1,50,46,3,10,14,3,0,0.9,0,0,0.21,1832,40,3,1,1,1,83,0,2,3,61,60,6,9,9,1,0,0.8,-1,-2,-0.15999999999999998,3,18,4,2,1,1,18,-2,5,-4,-16,0,-1,-6,9,0,0,-0.19999999999999996,0.020000000000000018,-1,-1,0.35,-20,-21,-10,-4,-5,-1,-3,-1,-6,1,-4,15,4,-2,-6,0,0,-0.39999999999999997
0.38,2017-11-19,2017_2018,0,0,Deportivo La Coruna,0,0,0.35,1839,50,15,1,8,6,74,0,4,1,72,45,2,17,10,4,0,1.2,0,0,0.27,1850,44,10,2,4,4,72,0,4,3,84,35,1,12,18,5,0,1.8,-3,-1,0.07999999999999996,20,13,0,-4,1,3,-3,-1,-1,1,-2,-9,-2,2,-1,3,0,-1.1,-0.030000000000000027,-2,-1,0.16000000000000003,11,9,-5,-1,-3,-1,0,0,0,3,10,1,0,-8,10,3,0,-1.4
0.34,2017-11-24,2017_2018,0,0,Leganes,0,0,0.45,1887,32,18,7,5,6,70,3,6,0,65,25,3,25,10,1,0,0.8,1,1,0.2,1973,48,11,5,5,1,81,3,2,0,61,32,3,17,19,2,0,1.8,0,0,0.05999999999999994,-7,-9,5,1,2,2,-3,3,-1,-2,5,-34,0,12,0,-1,0,0.30000000000000004,-0.019999999999999962,-2,-2,0.23,12,-1,0,0,1,-1,4,1,-1,-4,2,-21,-1,4,3,0,0,0.8
0.36,2017-11-25,2017_2018,2,0,Eibar,5,2,0.36,1902,43,17,7,9,1,79,3,5,3,64,56,0,10,9,2,0,1.0,1,0,0.29,1900,57,11,5,4,2,73,1,5,1,76,44,4,14,17,3,0,0.4,4,2,-0.21999999999999997,-7,-5,8,2,7,-1,2,3,-1,-1,-9,-1,-3,-7,1,-1,0,1.9000000000000001,0.020000000000000018,0,-1,0.13999999999999996,9,22,-6,-1,-4,-1,-1,0,2,-2,7,-12,1,-15,8,-4,0,0.10000000000000009
0.29,2017-11-25,2017_2018,2,0,Atletico Madrid,0,0,0.12,2203,34,7,1,3,3,80,1,7,0,72,36,3,21,5,6,0,3.4,2,0,0.59,1890,38,11,6,3,2,77,2,5,0,55,42,5,23,9,4,0,1.3,-1,0,0.18,4,-14,-4,-2,-3,1,7,1,3,-5,25,-18,2,11,-12,4,0,0.19999999999999996,0.030000000000000027,1,0,0.13999999999999996,-14,-9,4,2,1,1,-1,1,-2,-1,5,-3,2,13,-5,1,0,0.09999999999999998
0.38,2017-11-26,2017_2018,1,0,Athletic Bilbao,1,0,0.3,1995,46,15,3,10,2,77,1,9,2,71,39,3,10,15,1,0,1.7,2,1,0.32,1832,54,12,4,4,4,78,1,4,4,75,61,2,15,14,5,0,1.8,0,-1,-0.13,-12,-3,1,-2,3,0,0,-1,3,2,8,-7,1,-7,2,-2,0,0.09999999999999998,-0.010000000000000009,2,1,-0.12,-4,3,-3,3,-4,-2,4,1,0,3,2,15,0,-2,4,1,0,0.6
0.33,2017-12-02,2017_2018,0,0,Deportivo La Coruna,2,1,0.56,1846,51,14,4,9,1,73,2,5,1,75,46,1,11,13,4,0,0.9,3,0,0.11,2072,53,15,4,3,8,85,1,6,4,68,45,2,17,9,3,0,1.2,0,0,-0.02999999999999997,-7,-2,2,0,5,-3,-5,1,1,-3,0,-14,-1,-4,-1,-1,0,0.6000000000000001,0.0,1,-1,0.17,4,1,3,-1,-1,5,3,0,5,2,16,-21,-2,-3,-5,0,0,0.30000000000000004
0.36,2017-12-09,2017_2018,0,0,Leganes,3,0,0.36,1904,37,11,5,3,3,66,2,5,4,75,42,3,11,15,2,0,0.2,0,0,0.27,1842,43,12,3,7,2,79,0,7,2,65,34,4,16,11,3,0,0.8,3,0,-0.13,0,-3,1,3,-3,1,-9,1,1,-1,-13,-5,-3,-6,4,-1,0,0.30000000000000004,0.03999999999999998,-2,-1,0.24000000000000005,14,-8,-2,-1,-2,1,5,-2,2,1,-10,-12,3,5,-2,-1,0,-0.9
0.38,2017-12-11,2017_2018,2,0,Girona,2,0,0.39,1836,56,11,3,5,3,78,0,6,1,58,62,1,8,12,1,0,1.4,1,0,0.22,1936,43,6,4,1,1,56,1,2,3,68,55,2,16,11,2,0,0.4,0,-1,-0.26,8,8,-2,-4,-1,3,5,-1,1,-2,-16,0,-3,-8,3,0,0,-1.1,-0.06,0,0,0.16,10,-7,-4,-1,-4,1,-12,-1,-4,-2,-11,1,-1,4,-6,-1,0,-0.6000000000000001
0.35,2017-12-15,2017_2018,1,0,Levante,1,0,0.57,1870,60,12,3,5,4,78,2,8,1,73,45,2,11,14,3,0,0.9,0,0,0.08,2063,41,10,3,4,3,87,0,3,3,84,36,3,11,12,2,0,2.0,1,0,-0.09000000000000002,2,22,9,0,5,4,9,1,6,-4,-7,2,0,-4,4,0,0,0.19999999999999996,0.010000000000000009,-2,-1,0.44000000000000006,-5,-15,0,-3,0,3,3,-3,-3,-3,-6,-29,1,-1,-3,1,0,-0.7999999999999999
0.38,2017-12-16,2017_2018,0,0,Valencia,2,1,0.3,2064,39,13,7,2,4,79,1,10,1,50,48,4,16,11,2,0,0.9,0,0,0.32,1923,52,7,1,4,2,63,0,7,2,80,58,3,13,12,4,0,0.7,2,1,-0.1,-13,-28,0,1,-4,3,1,0,-2,-1,-14,2,2,5,-7,-2,0,0.7000000000000001,-0.010000000000000009,-3,-2,0.13999999999999996,12,-3,-3,-4,0,1,-6,0,4,0,-3,13,-1,0,-3,1,0,-0.5
0.38,2017-12-17,2017_2018,1,0,Espanyol,0,0,0.33,1921,52,8,3,4,1,73,1,8,4,86,43,4,9,16,1,0,1.9,0,0,0.29,1810,65,6,1,3,2,86,0,3,2,70,36,7,12,19,0,0,1.8,-1,0,-0.16,-12,9,2,-1,3,0,17,0,6,1,17,-11,2,-7,5,-1,0,0.10000000000000003,0.030000000000000027,-1,-1,0.12,8,9,-15,-6,-1,-8,-4,-2,-3,-3,6,-15,5,0,-1,-1,0,-2.1
0.35,2017-12-19,2017_2018,1,0,Leganes,0,0,0.34,1895,40,3,0,2,1,71,0,1,3,85,57,3,21,16,4,0,0.4,0,0,0.31,1877,38,10,2,6,2,71,1,5,0,60,56,7,14,20,3,0,0.8,-3,0,0.03999999999999998,17,2,-8,-5,-1,-2,4,-2,-4,-1,10,14,0,10,1,2,0,-0.9000000000000001,-0.020000000000000018,-1,0,0.19999999999999996,-9,-21,-2,-1,1,-2,-6,-1,-3,-1,-13,11,5,3,6,0,0,0.20000000000000007
0.4,2017-12-20,2017_2018,0,0,Sevilla,0,0,0.34,2056,61,16,6,6,4,83,3,8,4,79,43,2,22,13,2,0,0.4,0,0,0.26,1975,61,10,2,5,3,81,0,6,2,63,45,1,9,14,0,0,1.6,0,0,-0.47000000000000003,-4,20,6,3,2,1,-4,3,5,1,-5,6,-1,11,1,0,0,1.6,-0.010000000000000009,0,0,0.25,-24,-6,-8,0,-8,0,-3,-3,1,-4,-6,-4,-2,-1,2,-1,0,-1.3
0.37,2017-12-21,2017_2018,0,0,Girona,1,1,0.41,1859,45,9,2,3,4,65,1,1,1,81,62,0,20,23,2,0,0.5,2,0,0.22,1934,51,14,3,8,3,68,0,5,1,66,40,2,13,12,1,0,2.1,0,0,-0.14,15,-1,-3,-3,-3,3,-6,0,-5,-1,31,6,-3,3,14,-1,0,-1.0999999999999999,-0.020000000000000018,2,0,-0.08999999999999997,2,-1,7,2,4,1,4,0,-2,-1,-13,-17,-1,0,0,-3,0,-0.30000000000000004
0.38,2017-12-22,2017_2018,2,0,Athletic Bilbao,0,0,0.31,2015,38,7,2,4,1,72,1,6,3,75,54,2,14,9,3,0,2.8,2,1,0.32,1865,54,10,4,3,3,81,2,4,3,59,48,2,15,15,2,0,1.2,-2,-1,-0.010000000000000009,9,-1,-7,-1,-4,-2,3,1,0,1,-6,0,-1,0,-2,0,0,-1.3,0.0,2,1,-0.050000000000000044,-3,-18,1,0,2,-1,-5,2,1,3,-12,3,1,0,-3,-2,0,1.5
0.34,2017-12-22,2017_2018,0,0,Atletico Madrid,1,0,0.17,2226,63,10,4,3,3,82,1,4,0,66,50,0,14,15,3,0,1.0,2,2,0.49,1921,38,8,3,2,3,79,3,2,1,68,38,3,25,6,3,0,0.9,0,-1,-0.12000000000000001,3,37,6,2,1,3,16,0,2,-2,-11,-5,-4,-5,1,0,0,0.5000000000000001,-0.08000000000000002,2,2,0.11000000000000001,-15,-14,0,0,-2,2,5,2,-6,-3,-17,-5,-1,16,-10,2,0,1.5
0.39,2018-01-06,2017_2018,2,0,Eibar,4,2,0.32,1943,50,16,6,9,1,67,2,3,3,60,50,0,14,15,1,0,1.6,0,0,0.29,1806,67,17,6,9,2,86,3,1,3,78,52,4,11,22,1,0,0.9,2,2,-0.1,11,-1,2,3,1,-2,-1,2,-2,2,-6,9,-2,1,3,0,0,1.4000000000000001,-0.010000000000000009,-2,0,0.19,0,5,3,1,3,-1,0,2,-8,0,26,-9,3,5,-3,-2,0,0.30000000000000004
0.39,2018-01-14,2017_2018,2,0,Barcelona,3,2,0.11,2355,71,16,8,5,3,90,2,3,5,57,43,2,10,21,0,0,1.3,0,0,0.5,1980,68,9,5,2,2,86,1,6,2,77,55,3,11,13,1,0,0.8,0,2,-0.32999999999999996,16,16,-2,-3,2,-1,2,-4,-4,4,-6,-2,-3,0,8,-2,0,-0.8,-0.12,-3,-1,0.02999999999999997,14,18,-5,0,-5,0,1,-1,2,2,17,5,0,2,-5,0,0,-1.0
0.36,2018-01-19,2017_2018,1,0,Athletic Bilbao,1,1,0.32,2035,55,8,3,5,0,79,2,2,3,62,54,2,16,13,4,0,1.4,1,0,0.31,1886,42,7,3,3,1,62,3,5,5,78,59,2,19,16,3,0,3.9,-1,0,0.19999999999999998,7,-4,-6,-5,1,-2,-1,-1,-2,0,6,-6,1,-7,-7,2,0,-0.7,0.03999999999999998,1,0,-0.46,-2,3,-3,-2,2,-3,-10,2,5,5,8,17,-1,3,5,0,0,0.5
0.37,2018-01-20,2017_2018,2,0,Sevilla,0,0,0.31,2038,62,14,1,10,3,80,1,4,2,55,35,2,12,19,2,0,1.3,1,1,0.32,1967,44,11,3,4,4,72,0,4,0,46,45,2,14,16,2,0,1.2,-3,-2,0.14,-22,13,0,-2,3,-1,4,0,-8,-1,-11,-21,2,-4,2,-1,0,-0.9,0.020000000000000018,0,0,-0.06,28,4,5,0,2,3,5,0,-1,-1,-7,0,0,3,-1,-1,0,0.3
0.33,2018-01-20,2017_2018,0,0,Levante,0,0,0.56,1862,37,15,5,7,3,74,3,6,2,55,29,1,19,7,4,0,1.3,1,0,0.11,2029,41,10,4,3,3,85,1,0,1,64,54,7,12,11,1,0,2.9,0,0,-0.34,-18,9,6,3,2,1,-1,2,0,0,-16,-27,-4,-3,-2,0,0,1.5000000000000002,0.07,0,-1,0.42000000000000004,-2,-14,-1,-1,0,0,1,-1,-7,0,16,9,5,-7,-1,-3,0,-0.29999999999999993
0.35,2018-01-21,2017_2018,2,0,Barcelona,4,1,0.07,2343,50,11,5,3,3,86,2,3,5,66,60,4,13,13,2,0,2.1,3,2,0.58,1885,74,16,9,4,3,89,1,1,1,83,42,4,12,14,2,0,0.4,1,-1,0.09,4,-21,-5,-3,-2,0,-4,0,0,0,9,16,2,3,-8,2,0,-0.5,0.09000000000000002,-2,0,-0.28,25,23,7,4,2,1,9,-2,1,-1,24,-1,4,-6,0,-3,0,0.30000000000000004
0.4,2018-01-21,2017_2018,2,0,Celta Vigo,1,1,0.41,2007,62,3,2,1,0,84,1,2,3,76,71,5,7,19,3,0,1.5,2,2,0.19,1975,49,15,6,4,5,85,0,7,5,64,40,1,14,13,2,0,1.7,-1,0,-0.25,3,11,-7,-3,-4,0,2,-1,-1,3,-3,21,-1,-3,4,1,0,-1.7,0.020000000000000018,2,2,0.21000000000000002,-9,-19,6,1,2,3,-1,-1,1,3,-13,-15,-2,3,0,1,0,0.20000000000000007
0.31,2018-01-22,2017_2018,1,0,Malaga,0,0,0.54,1829,57,9,2,7,0,73,0,2,6,68,40,2,16,19,1,0,1.4,0,0,0.15,1946,66,10,3,3,4,76,1,9,0,46,51,2,12,8,2,0,1.8,0,0,0.2,-11,-2,-8,0,-5,-3,0,-2,-4,2,5,-14,0,-2,9,-1,0,-1.1,-0.019999999999999962,-2,0,0.10999999999999999,9,20,-3,-1,0,-2,7,-1,6,-1,-20,-3,1,-5,-4,-1,0,-0.7000000000000001
0.35,2018-01-26,2017_2018,1,0,Eibar,1,0,0.45,1940,70,15,4,8,3,81,3,8,2,80,65,3,11,10,1,0,0.6,2,1,0.2,2034,50,7,5,1,1,73,1,2,3,63,61,4,12,15,1,0,1.3,1,0,-0.28,-6,3,5,1,5,-1,5,2,-1,2,33,14,1,-1,2,-1,0,0.9,-0.03999999999999998,1,0,-0.02999999999999997,0,-5,-1,2,-4,1,-5,-1,0,0,0,6,2,-4,2,-3,0,0.19999999999999996
0.38,2018-01-27,2017_2018,1,0,Levante,1,0,0.41,1858,41,16,4,9,3,72,0,4,0,70,44,4,16,14,2,0,1.1,1,1,0.22,1834,38,6,3,3,0,80,3,1,1,72,55,6,11,7,2,0,1.0,1,0,0.22000000000000003,-9,3,1,-1,2,0,-1,-3,-2,-2,15,15,3,-3,7,-2,0,-0.9000000000000001,-0.03999999999999998,0,1,0.25999999999999995,-7,-14,-6,1,-4,-3,2,1,-7,0,13,-6,3,-2,-1,1,0,-0.09999999999999987
0.29,2018-01-28,2017_2018,0,0,Las Palmas,2,1,0.66,1795,58,20,6,10,4,77,2,3,2,66,57,6,19,14,2,0,0.5,1,1,0.05,2176,53,9,4,2,3,83,3,2,5,85,56,2,13,15,4,0,2.8,2,1,-0.020000000000000018,-12,1,17,5,9,3,0,2,1,-2,16,20,4,-1,-11,-3,0,2.5999999999999996,0.020000000000000018,0,0,-0.13,-11,19,2,1,-2,3,28,-1,1,0,25,7,-3,4,5,3,0,-0.10000000000000009
0.32,2018-01-28,2017_2018,0,0,Espanyol,0,0,0.4,1946,54,9,0,5,4,75,2,8,0,72,41,4,18,13,4,0,1.1,2,0,0.27,1923,53,8,4,3,1,70,1,6,1,68,52,4,14,12,3,0,0.5,-1,-1,0.020000000000000018,17,10,-2,-3,1,0,2,2,4,0,26,-3,2,4,-3,2,0,0.6,0.020000000000000018,0,-1,0.019999999999999962,-11,27,-2,-2,-1,1,2,-2,5,-1,-4,-5,-2,-1,0,0,0,0.0
0.35,2018-01-28,2017_2018,1,0,Getafe,2,1,0.53,1887,49,17,6,4,7,71,2,6,1,84,38,3,17,12,5,0,0.6,3,2,0.12,2074,45,12,7,4,1,73,0,2,3,64,58,0,14,16,2,0,1.5,1,1,0.13,6,7,10,3,1,6,9,-1,1,-4,6,-21,1,-2,-4,2,0,2.7,0.02999999999999997,3,2,0.04999999999999999,7,-17,-2,6,-6,-2,-6,-1,-2,1,8,22,-2,2,-3,0,0,0.4
0.33,2018-02-04,2017_2018,1,0,Leganes,3,1,0.47,1932,43,11,6,3,2,64,1,1,2,68,50,1,20,19,2,0,0.1,1,0,0.2,1894,35,7,2,3,2,67,1,4,0,74,26,0,15,12,3,0,0.9,1,1,-0.14999999999999997,22,-9,3,2,0,1,-6,0,-5,1,0,-2,-3,6,7,-1,0,-1.0,-0.020000000000000018,-1,-1,0.22000000000000003,1,-14,-10,-4,-1,-5,-4,-1,-2,-1,-10,-12,-3,-2,0,-2,0,-3.3
0.38,2018-02-04,2017_2018,0,0,Athletic Bilbao,1,0,0.35,2029,43,7,1,5,1,66,3,3,3,71,58,1,15,13,0,0,0.4,0,0,0.28,1870,56,11,2,5,4,80,1,4,2,40,45,1,7,17,1,0,2.5,-1,-1,-0.12,-1,-6,0,-4,4,0,-7,2,1,0,7,-2,-3,3,-2,-1,0,-0.09999999999999987,-0.010000000000000009,-1,0,-0.21999999999999997,9,9,5,-1,4,2,2,0,2,2,-26,2,-2,-8,4,-2,0,-0.09999999999999998
0.33,2018-02-09,2017_2018,1,0,Las Palmas,1,0,0.56,1801,65,11,4,6,1,81,0,4,0,78,64,3,11,17,2,0,0.4,0,0,0.11,2011,60,9,0,8,1,78,0,4,5,61,45,1,14,13,1,0,0.7,1,0,-0.41000000000000003,-2,10,2,3,2,-3,0,0,3,-1,-1,14,0,0,0,0,0,-0.09999999999999998,0.09000000000000002,-1,0,0.14999999999999997,-5,17,2,-1,3,0,12,-3,1,2,-9,-13,0,-1,0,1,0,-0.9
0.33,2018-02-10,2017_2018,0,0,Real Sociedad,5,1,0.61,1964,63,19,8,8,3,83,3,9,5,54,43,1,11,10,0,0,0.7,2,1,0.06,2287,71,23,9,6,8,89,0,6,3,72,60,2,7,14,3,0,4.1,3,0,-0.28,-8,0,-5,2,-1,-6,-3,3,0,4,-7,-6,-2,5,-6,-1,0,1.6,-0.020000000000000018,-2,-1,-0.09,10,14,10,2,2,6,1,0,2,3,18,2,-1,-15,-4,1,0,-1.3000000000000003
0.38,2018-02-11,2017_2018,1,0,Espanyol,1,0,0.42,1945,26,7,2,2,3,61,2,0,3,66,38,1,15,11,5,0,0.4,1,0,0.2,2013,73,16,4,8,4,87,1,1,0,70,61,1,11,13,2,0,2.5,-1,0,0.18999999999999995,-8,-30,-5,-2,-4,1,-7,2,-7,1,6,-11,-4,-4,-9,1,0,-0.30000000000000004,0.010000000000000009,-1,-1,-0.08999999999999997,16,29,6,1,5,0,8,0,-2,-1,0,2,-1,4,4,0,0,-0.19999999999999996
0.37,2018-02-11,2017_2018,0,0,Girona,2,1,0.46,1888,39,8,3,4,1,69,2,2,2,50,55,0,13,14,1,0,1.8,1,1,0.17,2053,55,11,3,5,3,71,2,3,4,83,57,2,20,9,3,0,2.0,2,1,-0.10999999999999999,2,-16,-3,1,-1,-3,-10,1,-2,0,10,9,-1,6,-3,0,0,1.9,0.030000000000000027,0,1,0.2,-8,-8,-4,2,-7,1,-11,0,0,0,18,-15,1,8,-5,0,0,0.0
0.35,2018-02-11,2017_2018,0,0,Levante,2,1,0.53,1867,28,12,4,3,5,69,2,4,2,77,40,7,14,7,3,0,0.2,0,0,0.12,2006,51,9,0,6,3,87,0,1,0,65,64,3,4,18,1,0,3.5,0,1,0.2,2,-29,-3,0,-4,1,-7,0,-4,0,11,-20,7,0,-6,-2,0,0.09999999999999987,-0.04999999999999999,-1,0,0.10999999999999993,-12,8,-2,-4,1,1,2,-2,-4,-2,5,21,0,-16,-3,-1,0,-0.7000000000000001
0.35,2018-02-17,2017_2018,0,0,Deportivo La Coruna,0,0,0.45,1812,38,16,2,7,7,76,2,8,3,61,50,3,19,7,2,0,0.3,2,1,0.2,1952,29,5,4,1,0,58,1,2,2,83,59,5,15,12,4,0,1.2,0,0,-0.26,-9,1,12,1,5,6,4,2,3,-1,-5,-6,0,8,-3,1,0,1.5,0.030000000000000027,0,-1,0.16999999999999998,10,3,-4,1,-1,-4,-6,-1,0,0,14,20,2,2,2,1,0,-0.6000000000000001
0.36,2018-02-18,2017_2018,0,0,Levante,1,1,0.5,1861,40,5,1,2,2,77,0,9,3,61,35,5,19,8,3,0,0.6,2,0,0.14,1959,47,8,3,5,0,89,2,3,1,44,66,3,10,11,1,0,1.8,-1,0,-0.07999999999999996,7,12,-7,-3,-1,-3,7,-2,5,1,-16,-4,-2,5,1,0,0,-1.0,0.019999999999999962,-3,-1,0.5,9,-15,-11,-5,-3,-3,5,-1,-6,-4,-10,23,2,-1,1,1,0,-2.0
0.38,2018-02-19,2017_2018,0,0,Celta Vigo,2,1,0.33,2009,71,18,7,5,6,89,2,9,1,90,64,0,9,14,3,0,0.1,0,0,0.29,1901,20,10,1,6,3,56,0,4,3,68,37,6,13,6,3,0,1.4,1,1,-0.12,-10,-2,2,3,-3,2,2,1,8,1,20,2,-1,-2,1,1,0,1.2,0.010000000000000009,0,0,0.45,-2,-29,-1,0,-1,0,-5,-2,-1,3,1,5,5,-4,-13,1,0,-0.5
0.28,2018-02-24,2017_2018,0,0,Girona,0,0,0.68,1898,46,14,6,4,4,76,1,2,1,66,44,1,19,11,2,0,0.7,2,1,0.04,2343,53,10,6,3,1,82,4,0,6,54,54,3,6,12,1,0,2.8,-2,-1,0.18,18,7,6,3,0,3,6,-1,0,-1,16,-10,1,6,-3,1,0,-0.7,-0.010000000000000009,2,1,0.07,-9,-25,-2,0,0,-2,-5,3,-9,-1,-22,-8,2,-1,0,-1,0,1.4
0.32,2018-02-24,2017_2018,0,0,Alaves,1,0,0.64,1956,48,14,3,7,4,73,1,9,0,77,61,0,17,14,2,0,0.5,3,2,0.04,2315,60,13,7,4,2,87,2,5,2,62,56,2,7,18,1,0,2.8,-1,-1,-0.26999999999999996,15,19,9,-1,6,4,15,0,7,-2,-5,1,-5,2,2,-2,0,0.7,-0.030000000000000027,-2,1,-0.009999999999999995,4,17,1,-2,2,1,4,-1,0,-3,2,8,-1,-8,11,-4,0,0.3999999999999999
0.36,2018-02-25,2017_2018,2,0,Atletico Madrid,2,0,0.25,2200,57,14,4,6,4,81,1,5,2,68,53,0,6,11,3,0,2.6,2,1,0.38,2064,44,12,6,4,2,75,4,5,3,69,54,2,18,14,3,0,1.0,1,-1,-0.01999999999999999,12,5,9,3,3,3,8,1,2,-1,4,-3,-3,-13,-10,2,0,0.9999999999999999,0.019999999999999962,1,1,0.04999999999999999,4,-9,0,2,-1,-1,-1,2,-2,-3,-5,0,-5,5,-5,1,0,1.1
0.38,2018-02-26,2017_2018,2,0,Real Betis,3,2,0.33,1895,57,20,5,9,6,85,4,7,0,66,51,4,7,13,3,0,1.7,0,0,0.29,1853,31,9,1,4,4,72,0,4,1,77,31,0,13,12,2,0,0.6,2,2,0.20000000000000007,11,-4,10,1,7,2,0,3,6,-1,3,1,2,0,-6,3,0,1.3,-0.030000000000000027,-1,-1,-0.030000000000000027,-6,-8,4,0,2,2,-4,0,-5,-2,16,-4,-5,-6,4,-1,0,0.39999999999999997
0.4,2018-02-27,2017_2018,0,0,Celta Vigo,2,0,0.34,2001,50,8,3,5,0,71,3,3,5,61,59,2,11,14,2,0,0.5,1,1,0.26,1896,37,10,4,4,2,76,0,3,0,60,37,7,11,11,1,0,0.9,2,0,-0.11000000000000001,-18,-18,4,2,3,-1,-10,3,-2,2,1,5,0,-4,-6,-1,0,1.4,0.0,1,1,0.22000000000000003,10,-8,-4,-2,0,-2,0,-1,1,-1,-6,-7,6,-8,0,-1,0,-1.1
0.37,2018-02-28,2017_2018,1,0,Valencia,2,1,0.32,2025,35,7,4,2,1,77,1,4,1,81,66,2,12,9,2,0,0.2,2,2,0.3,2007,59,8,6,1,1,76,1,6,2,68,63,3,12,16,3,0,1.8,0,1,-0.06,7,-31,-3,1,-3,-1,-4,1,2,-1,23,6,-1,-6,-9,-2,0,0.40000000000000013,0.0,2,2,-0.42999999999999994,-23,17,4,6,-2,0,1,1,4,2,11,16,1,0,10,1,0,0.39999999999999997
0.33,2018-03-01,2017_2018,0,0,Levante,0,0,0.49,1836,30,12,2,6,4,69,1,5,1,66,38,4,17,8,5,0,0.3,0,0,0.18,1954,36,11,5,5,1,78,0,5,3,63,52,6,14,9,2,0,2.3,0,0,-0.21000000000000002,-8,-1,3,1,2,0,-2,1,1,0,-11,6,4,4,-4,3,0,0.0,0.020000000000000018,-1,0,0.44,4,-12,-3,2,-2,-3,5,-1,-4,3,-14,-8,6,-3,-5,0,0,-0.7
0.4,2018-03-01,2017_2018,1,0,Real Sociedad,1,0,0.28,1953,64,9,3,3,3,86,1,4,2,76,33,2,9,12,3,0,0.6,2,0,0.33,1912,69,15,5,5,5,87,2,5,0,62,61,2,8,17,2,0,0.5,-2,-2,0.31,0,-3,-4,0,-2,-2,-1,0,2,1,-5,-35,1,-3,-1,3,0,-0.7,0.020000000000000018,-1,-2,-0.22000000000000003,-4,12,-5,0,-4,-1,2,-2,-2,0,-4,9,-2,1,4,-1,0,-0.40000000000000013
0.35,2018-03-03,2017_2018,0,0,Getafe,3,2,0.6,1922,41,14,5,6,3,64,1,10,2,80,54,1,6,9,2,0,0.9,0,0,0.05,2300,61,12,5,5,2,85,0,8,2,73,55,6,10,15,1,0,1.8,3,2,-0.26,-5,-4,9,2,4,3,-4,1,2,-3,-9,20,-2,-15,-6,-1,0,0.19999999999999996,-0.020000000000000018,-4,-1,0.09,2,-1,-12,-5,-6,-1,-4,-3,-1,-1,6,8,1,1,1,0,0,-1.6999999999999997
0.35,2018-03-03,2017_2018,0,0,Athletic Bilbao,1,0,0.49,2005,48,11,4,6,1,76,2,6,5,65,41,3,16,13,1,0,0.7,1,1,0.16,2054,51,6,4,2,0,77,2,4,2,70,48,0,14,19,2,0,2.3,-1,-2,0.12999999999999998,3,-11,3,-2,5,0,0,1,0,3,-3,-21,0,4,-3,-2,0,1.1,0.03999999999999998,-1,1,-0.14,-16,-8,-4,-1,-1,-2,-9,0,-1,-1,-6,-4,-3,4,1,-1,0,-0.19999999999999996
0.34,2018-03-03,2017_2018,2,0,Girona,1,1,0.48,1906,44,11,2,3,6,79,2,6,3,50,45,2,9,10,3,0,0.4,0,0,0.18,1986,50,11,3,4,4,70,0,4,4,45,60,0,8,18,2,0,0.7,0,0,-0.42000000000000004,-2,6,1,-2,-1,4,2,2,3,3,-10,7,-5,-2,-1,2,0,0.20000000000000007,0.12,-1,-1,0.23,5,-3,2,-1,1,2,-8,-1,2,1,-27,-6,-3,-8,-2,-3,0,-0.30000000000000004
0.37,2018-03-04,2017_2018,0,0,Real Betis,0,0,0.51,1910,49,9,5,3,1,77,0,4,2,57,48,5,11,5,2,0,0.4,1,1,0.11,2027,51,6,4,1,1,79,0,1,6,55,58,3,16,15,2,0,1.3,-2,0,0.0,17,-19,-6,0,-2,-4,-10,-2,-1,2,-5,-13,3,3,-12,0,0,-1.2,0.020000000000000018,-1,0,0.16,6,16,-1,0,-1,0,2,-1,-3,5,-25,-8,1,4,6,0,0,-1.4000000000000001
