date,home,away,venue,attendance,home_possiosson,away_possiosson,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_blocked,away_blocked,home_passing_percent,away_passing_percent,home_clear_cut_chances,away_clear_cut_chances,home_corners,away_corners,home_offsides,away_offsides,home_tackles_percent,away_tackles_percent,home_aerial_duels,away_aerial_duels,home_saves,away_saves,home_fouls_committed,away_fouls_committed,home_fouls_won,away_fouls_won,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
Friday 2nd April,Levante,SD Huesca,Ciutat de Valencia.,,62.4,37.6,13,6,3,2,7,4,3,0,84.8,72.6,0,2,8,2,4,4,68.8,48.0,46.2,53.8,0,3,15,7,6,15,2,2,0,0
Sunday 21st March,Getafe,Elche,Coliseum Alfonso Perez.,,48.0,52.0,12,6,5,2,4,3,3,1,58.2,59.9,1,1,4,8,0,2,55.6,61.5,52.9,47.1,1,4,17,21,19,15,3,7,0,0
Sunday 21st March,Valencia,Granada,Mestalla.,,49.4,50.6,18,15,9,3,5,8,4,4,78.3,76.5,2,2,3,4,3,5,37.5,41.7,46.9,53.1,2,6,11,11,11,11,0,3,0,0
Sunday 21st March,Villarreal,Cadiz,Estadio de la Ceramica.,,58.2,41.8,13,9,4,3,3,5,6,1,86.3,79.9,1,0,5,6,2,2,69.2,30.8,66.7,33.3,2,2,14,6,4,13,3,3,0,0
Sunday 21st March,Atletico Madrid,Alaves,Wanda Metropolitano.,,61.9,38.1,8,9,4,3,4,2,0,4,82.0,69.0,1,0,6,5,5,1,52.9,50.0,44.8,55.2,3,3,17,12,11,16,3,3,0,0
Sunday 21st March,Real Sociedad,Barcelona,Reale Seguros Stadium.,,31.2,68.8,10,14,5,10,1,0,4,4,79.9,90.2,0,4,1,1,1,2,65.2,70.6,50.0,50.0,4,4,11,12,9,11,3,2,0,0
Saturday 20th March,Athletic Bilbao,Eibar,San Mames.,,55.9,44.1,18,4,4,2,8,1,6,1,78.2,74.9,1,0,10,1,1,2,57.1,61.5,44.2,55.8,1,3,5,15,15,4,1,1,0,0
Saturday 20th March,Celta Vigo,Real Madrid,Balaidos.,,51.0,49.0,8,16,3,4,2,4,3,8,84.3,83.7,1,3,1,7,1,0,71.4,63.6,60.0,40.0,1,2,23,13,11,23,3,4,0,0
Saturday 20th March,SD Huesca,Osasuna,El Alcoraz.,,55.7,44.3,15,7,3,2,7,3,5,2,74.7,69.5,0,1,5,1,2,3,80.0,56.3,48.9,51.1,2,3,9,13,12,8,1,2,0,0
Saturday 20th March,Real Valladolid,Sevilla,Jose Zorrilla.,,31.5,68.5,3,11,2,4,1,4,0,3,72.4,88.4,0,1,2,8,0,1,57.1,46.7,55.2,44.8,3,1,17,10,9,17,3,1,0,0
Friday 19th March,Real Betis,Levante,Benito Villamarin.,,56.3,43.7,15,7,6,1,6,4,3,2,83.7,77.2,3,1,4,1,3,4,46.2,45.5,30.8,69.2,1,4,14,10,10,14,2,0,0,0
Wednesday 17th March,Sevilla,Elche,Ramon Sanchez Pizjuan.,,67.0,33.0,13,11,8,5,5,3,0,3,90.5,83.1,3,1,4,1,0,0,71.4,44.4,47.1,52.9,5,6,9,8,8,9,2,1,0,0
Monday 15th March,Barcelona,SD Huesca,Camp Nou.,,69.3,30.7,12,8,5,4,4,4,3,0,92.6,83.5,2,2,7,3,2,0,45.5,42.9,54.5,45.5,3,1,8,13,13,8,0,2,0,0
Sunday 14th March,Celta Vigo,Athletic Bilbao,Balaidos.,,65.8,34.2,13,6,3,1,5,4,5,1,85.8,71.1,2,2,1,3,0,1,57.1,69.2,46.9,53.1,1,3,20,13,13,19,3,1,0,0
Sunday 14th March,Granada,Real Sociedad,Estadio Los Carmenes.,,32.4,67.6,7,7,2,1,5,3,0,3,64.9,81.3,0,0,4,6,1,2,43.8,64.7,55.6,44.4,1,1,23,16,16,19,2,3,0,0
Sunday 14th March,Eibar,Villarreal,Estadio Municipal de Ipura.,,59.7,40.3,16,13,7,8,5,3,4,2,83.8,71.6,0,5,7,2,3,3,52.9,71.4,51.5,48.5,5,6,12,9,7,10,2,2,0,1
Sunday 14th March,Sevilla,Real Betis,Ramon Sanchez Pizjuan.,,52.9,47.1,9,13,3,3,4,5,2,5,83.7,79.9,1,0,3,6,2,1,75.0,56.3,58.3,41.7,2,2,12,14,13,12,3,7,0,0
Saturday 13th March,Alaves,Cadiz,Mendizorroza.,,50.8,49.2,9,9,3,1,6,7,0,1,70.5,69.6,0,1,2,5,0,2,66.7,50.0,62.7,37.3,0,1,22,6,5,22,1,3,1,0
Saturday 13th March,Real Madrid,Elche,Alfredo Di Stefano.,,65.5,34.5,17,3,4,2,10,1,3,0,87.4,75.2,2,2,6,1,3,1,66.7,63.6,60.7,39.3,1,2,11,16,16,10,1,1,0,0
Saturday 13th March,Osasuna,Real Valladolid,El Sadar.,,53.4,46.6,14,12,2,2,8,6,4,4,68.3,66.2,0,1,7,3,3,3,62.5,63.6,60.9,39.1,2,2,12,9,9,12,2,3,0,0
Saturday 13th March,Getafe,Atletico Madrid,Coliseum Alfonso Perez.,,27.1,72.9,11,15,2,7,8,6,1,2,54.3,84.9,0,1,3,11,0,6,59.1,52.6,47.4,52.6,7,2,9,17,15,7,1,5,1,0
Friday 12th March,Levante,Valencia,Ciutat de Valencia.,,44.3,55.7,11,11,3,2,6,3,2,6,77.3,81.9,2,1,3,3,2,3,56.3,62.5,47.8,52.2,2,2,17,13,13,16,3,4,0,0
Wednesday 10th March,Atletico Madrid,Athletic Bilbao,Wanda Metropolitano.,,47.1,52.9,11,4,5,2,3,0,3,2,83.9,83.0,1,1,5,4,3,0,61.1,50.0,59.1,40.9,1,3,12,13,12,12,2,2,0,0
Monday 8th March,Real Betis,Alaves,Benito Villamarin.,,77.0,23.0,23,4,8,3,5,1,10,0,89.0,62.9,1,1,13,1,1,0,60.0,57.9,37.5,62.5,1,4,13,11,10,13,0,3,0,0
Sunday 7th March,SD Huesca,Celta Vigo,El Alcoraz.,,49.9,50.1,19,10,7,7,10,1,2,2,75.6,77.8,3,1,6,3,2,0,25.0,50.0,60.5,39.5,3,2,12,21,21,11,0,2,0,0
Sunday 7th March,Atletico Madrid,Real Madrid,Wanda Metropolitano.,,39.4,60.6,11,18,5,8,3,8,3,2,83.3,88.4,3,2,1,6,0,0,50.0,58.8,47.1,52.9,7,4,19,9,9,19,5,1,0,0
Sunday 7th March,Real Sociedad,Levante,Reale Seguros Stadium.,,52.3,47.7,25,6,8,1,13,3,4,2,79.2,77.2,5,0,8,5,4,0,52.2,36.4,61.5,38.5,1,6,13,14,13,13,0,2,0,0
Sunday 7th March,Athletic Bilbao,Granada,San Mames.,,48.6,51.4,7,13,5,3,0,5,2,5,73.3,77.8,1,2,6,9,1,2,61.5,50.0,39.5,60.5,2,3,10,10,9,9,2,2,0,0
Saturday 6th March,Real Valladolid,Getafe,Jose Zorrilla.,,50.3,49.7,4,9,3,2,1,6,0,1,60.5,55.5,1,2,1,6,3,1,45.5,42.1,47.8,52.2,1,1,16,19,17,15,2,2,0,1
Saturday 6th March,Elche,Sevilla,Martinez Valero.,,36.9,63.1,6,11,3,3,1,6,2,2,77.9,86.3,1,2,6,3,0,1,91.7,55.6,57.7,42.3,2,1,16,11,10,15,4,0,0,0
Saturday 6th March,Cadiz,Eibar,Ramon de Carranza.,,31.8,68.2,6,16,2,1,4,10,0,5,56.1,77.5,3,2,0,12,3,2,66.7,33.3,50.9,49.1,1,1,7,11,10,5,2,2,0,0
Saturday 6th March,Osasuna,Barcelona,El Sadar.,,36.9,63.1,10,13,3,6,4,2,3,5,79.6,89.1,1,2,3,4,0,3,41.7,64.3,55.0,45.0,4,3,4,12,11,4,0,2,0,0
Friday 5th March,Valencia,Villarreal,Mestalla.,,52.7,47.3,25,10,4,5,16,4,5,1,85.3,81.8,0,2,5,3,3,0,55.6,73.3,50.0,50.0,4,2,12,10,10,11,4,3,0,0
Monday 1st March,Real Madrid,Real Sociedad,Alfredo Di Stefano.,,59.5,40.5,20,6,3,2,9,2,8,2,88.6,82.9,2,1,13,4,2,2,78.6,58.3,48.4,51.6,1,1,6,10,10,6,0,1,0,0
Sunday 28th February,Celta Vigo,Real Valladolid,Balaidos.,,66.0,34.0,11,7,2,3,6,3,3,1,81.5,65.5,2,0,3,5,3,1,68.8,61.1,56.1,43.9,2,1,20,20,19,20,3,5,0,0
Sunday 28th February,Cadiz,Real Betis,Ramon de Carranza.,,34.6,65.4,5,9,3,4,1,3,1,2,68.1,85.0,0,1,3,7,2,1,25.0,64.3,44.4,55.6,3,3,9,13,12,9,1,2,0,0
Sunday 28th February,Granada,Elche,Estadio Los Carmenes.,,43.2,56.8,13,12,4,4,6,6,3,2,65.9,70.4,1,1,5,5,0,0,53.3,50.0,49.0,51.0,3,2,14,12,12,12,3,2,0,0
Sunday 28th February,Villarreal,Atletico Madrid,Estadio de la Ceramica.,,63.5,36.5,19,6,6,5,7,1,6,0,87.0,76.7,2,1,10,2,1,1,45.5,50.0,50.0,50.0,4,6,15,19,18,12,2,3,0,0
Saturday 27th February,Eibar,SD Huesca,Estadio Municipal de Ipura.,,54.9,45.1,17,4,3,1,11,2,3,1,80.4,70.2,2,1,6,2,3,9,66.7,50.0,49.0,51.0,0,2,19,11,10,17,2,2,0,0
Saturday 27th February,Sevilla,Barcelona,Ramon Sanchez Pizjuan.,,44.2,55.8,4,9,2,5,2,3,0,1,84.6,87.4,0,2,3,3,2,2,43.8,61.1,57.1,42.9,3,2,20,9,9,19,5,2,0,0
Saturday 27th February,Alaves,Osasuna,Mendizorroza.,,53.3,46.7,4,6,1,3,2,1,1,2,70.4,66.7,1,1,5,2,4,3,58.3,45.5,47.2,52.8,1,1,18,20,19,17,3,4,0,0
Saturday 27th February,Getafe,Valencia,Coliseum Alfonso Perez.,,42.0,58.0,15,6,4,0,8,4,3,2,59.3,69.3,0,0,3,6,2,3,63.6,60.0,43.1,56.9,0,1,21,12,12,19,5,2,0,1
Friday 26th February,Levante,Athletic Bilbao,Ciutat de Valencia.,,44.4,55.6,10,11,4,5,5,4,1,2,77.1,83.6,0,2,2,10,1,4,50.0,50.0,25.0,75.0,4,3,11,13,12,11,3,1,0,1
Wednesday 24th February,Barcelona,Elche,Camp Nou.,,65.1,34.9,9,6,5,1,1,5,3,0,90.7,83.7,5,0,6,3,3,1,61.9,64.3,64.3,35.7,1,2,8,8,8,7,0,0,0,0
Monday 22nd February,Osasuna,Sevilla,El Sadar.,,40.9,59.1,6,10,0,5,5,2,1,3,76.1,81.8,1,1,3,5,3,4,54.5,64.3,51.3,48.7,3,0,14,15,14,14,2,2,0,0
Sunday 21st February,Barcelona,Cadiz,Camp Nou.,,81.2,18.8,20,3,4,1,11,1,5,1,91.5,57.1,1,0,8,0,8,0,100.0,62.5,64.3,35.7,0,3,13,12,10,13,0,2,0,0
Sunday 21st February,Real Sociedad,Alaves,Reale Seguros Stadium.,,64.8,35.2,8,7,4,2,0,3,4,2,83.0,74.3,4,0,4,3,1,3,33.3,50.0,35.0,65.0,2,0,17,16,14,15,3,2,0,0
Sunday 21st February,SD Huesca,Granada,El Alcoraz.,,60.4,39.6,15,8,6,5,7,3,2,0,78.8,71.2,1,1,5,2,4,3,45.5,80.0,57.1,42.9,3,4,13,14,13,13,3,3,0,1
Sunday 21st February,Athletic Bilbao,Villarreal,San Mames.,,47.8,52.2,18,3,8,2,3,1,7,0,87.2,83.8,3,0,6,1,1,1,58.8,47.4,64.7,35.3,1,7,12,12,12,12,2,2,0,0
Saturday 20th February,Elche,Eibar,Martinez Valero.,,48.3,51.7,6,13,2,3,4,8,0,2,70.7,71.6,0,3,1,4,1,2,17.6,55.6,55.3,44.7,3,1,16,9,8,15,2,1,0,0
Saturday 20th February,Atletico Madrid,Levante,Wanda Metropolitano.,,55.3,44.7,28,6,11,1,13,3,4,2,85.9,78.6,3,1,12,2,4,2,53.8,45.5,78.9,21.1,0,10,10,15,14,9,2,3,0,0
Saturday 20th February,Valencia,Celta Vigo,Mestalla.,,57.8,42.2,10,5,3,2,6,3,1,0,82.4,75.2,2,0,6,1,2,0,54.5,46.2,56.5,43.5,2,1,9,19,17,8,2,3,0,1
Saturday 20th February,Real Valladolid,Real Madrid,Jose Zorrilla.,,34.5,65.5,9,10,5,2,1,7,3,1,70.4,86.8,0,2,4,5,2,4,44.4,36.8,32.3,67.7,1,5,13,11,10,11,4,2,0,0
Friday 19th February,Real Betis,Getafe,Benito Villamarin.,,64.6,35.4,12,6,5,1,5,3,2,2,78.6,65.4,1,0,5,2,0,2,57.1,80.0,36.2,63.8,1,4,17,18,17,16,3,4,1,0
Wednesday 17th February,Levante,Atletico Madrid,Ciutat de Valencia.,,36.5,63.5,7,14,4,6,3,6,0,2,77.2,83.1,1,0,1,8,1,4,61.1,60.9,35.3,64.7,5,3,10,10,9,9,1,3,0,0
Monday 15th February,Cadiz,Athletic Bilbao,Ramon de Carranza.,,42.5,57.5,11,13,2,8,5,4,4,1,77.6,81.9,1,3,5,8,2,2,50.0,71.4,50.0,50.0,3,2,15,13,13,15,3,2,0,0
Sunday 14th February,Getafe,Real Sociedad,Coliseum Alfonso Perez.,,44.4,55.6,4,3,0,2,1,1,3,0,62.6,71.5,0,1,2,5,2,2,75.0,16.7,53.1,46.9,1,0,23,19,19,22,3,3,0,0
Sunday 14th February,Real Madrid,Valencia,Alfredo Di Stefano.,,60.8,39.2,16,4,7,1,4,1,5,2,91.0,84.0,0,0,6,1,2,0,71.4,60.0,38.9,61.1,1,5,13,12,11,13,0,3,0,0
Sunday 14th February,Levante,Osasuna,Ciutat de Valencia.,,63.3,36.7,13,7,4,2,4,4,5,1,76.5,64.4,1,1,2,1,1,2,53.8,33.3,48.1,51.9,1,4,13,10,7,11,1,2,0,0
Sunday 14th February,Villarreal,Real Betis,Estadio de la Ceramica.,,55.6,44.4,9,15,5,4,3,6,1,5,85.2,80.0,0,1,7,3,4,0,56.3,50.0,44.4,55.6,2,4,19,13,9,18,3,2,0,0
Saturday 13th February,Granada,Atletico Madrid,Estadio Los Carmenes.,,38.8,61.2,6,10,1,4,4,5,1,1,63.3,78.0,1,1,7,3,2,1,55.6,65.4,35.6,64.4,2,0,14,20,19,12,0,5,0,0
Saturday 13th February,Sevilla,SD Huesca,Ramon Sanchez Pizjuan.,,65.6,34.4,14,9,4,5,6,2,4,2,87.4,71.1,1,2,6,6,4,0,66.7,37.5,51.3,48.7,5,4,14,15,15,12,3,4,0,0
Saturday 13th February,Eibar,Real Valladolid,Estadio Municipal de Ipura.,,54.0,46.0,14,5,2,1,7,2,5,2,68.4,58.7,3,0,7,3,3,4,58.3,50.0,59.4,40.6,0,1,15,12,11,15,2,3,0,0
Saturday 13th February,Barcelona,Alaves,Camp Nou.,,73.5,26.5,17,6,9,2,4,3,4,1,91.0,73.8,4,1,5,4,5,0,33.3,64.3,45.5,54.5,1,4,10,14,13,9,0,2,0,0
Friday 12th February,Celta Vigo,Elche,Balaidos.,,50.2,49.8,9,7,6,2,3,4,0,1,77.1,77.9,4,1,3,6,1,2,66.7,76.9,60.6,39.4,1,3,11,15,15,11,3,2,0,0
Tuesday 9th February,Real Madrid,Getafe,Alfredo Di Stefano.,,68.3,31.7,14,1,4,0,7,1,3,0,85.8,65.1,2,0,8,1,1,1,70.0,73.3,57.1,42.9,0,2,8,16,16,8,1,1,0,0
Monday 8th February,Atletico Madrid,Celta Vigo,Wanda Metropolitano.,,45.2,54.8,9,7,2,2,4,1,3,4,78.5,82.9,2,2,1,4,4,0,50.0,68.8,42.9,57.1,0,0,12,17,17,11,2,2,0,0
Sunday 7th February,Real Sociedad,Cadiz,Reale Seguros Stadium.,,74.7,25.3,17,2,6,1,4,1,7,0,90.1,70.7,6,1,5,1,3,0,83.3,57.1,37.5,62.5,0,2,7,7,6,7,0,2,0,1
Sunday 7th February,Athletic Bilbao,Valencia,San Mames.,,50.3,49.7,11,15,2,2,6,9,3,4,76.0,78.6,3,0,6,6,2,1,60.0,53.3,55.6,44.4,1,2,10,8,8,10,2,1,0,0
Sunday 7th February,Osasuna,Eibar,El Sadar.,,54.3,45.7,12,12,4,3,5,5,3,4,69.4,67.9,2,1,2,1,5,1,60.0,52.6,50.8,49.2,2,2,10,11,11,10,0,0,0,0
Sunday 7th February,Real Betis,Barcelona,Benito Villamarin.,,36.0,64.0,8,12,5,4,1,6,2,2,82.0,90.9,3,3,3,5,1,4,64.7,50.0,47.1,52.9,2,3,21,7,7,19,1,3,0,0
Saturday 6th February,Levante,Granada,Ciutat de Valencia.,,60.2,39.8,11,11,7,5,3,5,1,1,78.6,65.4,1,2,6,2,3,1,71.4,70.0,58.3,41.7,3,5,12,13,13,11,1,3,0,0
Saturday 6th February,SD Huesca,Real Madrid,El Alcoraz.,,34.4,65.6,13,18,2,7,9,5,2,6,74.8,88.2,2,1,3,10,0,2,53.3,58.3,42.1,57.9,5,1,18,9,7,18,2,1,0,0
Saturday 6th February,Elche,Villarreal,Martinez Valero.,,44.8,55.2,8,9,2,4,4,4,2,1,85.4,85.6,0,2,4,2,1,2,53.3,42.9,28.6,71.4,2,0,17,5,5,16,1,2,0,0
Saturday 6th February,Sevilla,Getafe,Ramon Sanchez Pizjuan.,,76.8,23.2,18,5,5,1,11,2,2,2,91.1,63.9,2,0,3,1,2,1,55.6,41.7,65.5,34.5,1,2,10,11,10,8,1,4,0,1
Friday 5th February,Alaves,Real Valladolid,Mendizorroza.,,55.0,45.0,20,3,5,1,10,2,5,0,70.5,67.5,0,0,11,1,1,0,58.8,50.0,59.7,40.3,1,4,11,17,16,11,4,4,0,0
Monday 1st February,Real Betis,Osasuna,Benito Villamarin.,,65.3,34.7,8,15,4,5,3,8,1,2,86.7,73.8,4,1,3,4,1,2,66.7,44.4,43.2,56.8,5,2,12,6,6,11,1,1,0,0
Sunday 31st January,Getafe,Alaves,Coliseum Alfonso Perez.,,59.5,40.5,6,5,1,1,5,3,0,1,62.6,47.5,0,0,5,2,3,2,50.0,50.0,49.2,50.8,1,0,20,19,18,20,3,3,0,0
Sunday 31st January,Cadiz,Atletico Madrid,Ramon de Carranza.,,48.0,52.0,11,9,6,4,5,4,0,1,84.3,85.1,1,1,2,2,0,4,84.6,71.4,45.5,54.5,0,4,7,7,7,7,1,5,0,0
Sunday 31st January,Granada,Celta Vigo,Estadio Los Carmenes.,,35.2,64.8,10,7,5,1,4,2,1,4,65.4,79.4,0,0,6,5,1,0,100.0,69.2,35.9,64.1,1,5,16,19,17,15,2,4,0,0
Sunday 31st January,Barcelona,Athletic Bilbao,Camp Nou.,,58.9,41.1,12,7,6,2,5,2,1,3,87.2,82.2,3,0,7,3,1,1,80.0,33.3,52.6,47.4,2,4,12,20,19,12,2,3,0,0
Saturday 30th January,Eibar,Sevilla,Estadio Municipal de Ipura.,,49.6,50.4,17,7,6,4,9,3,2,0,76.6,74.0,1,1,6,2,0,5,57.1,55.0,38.1,61.9,2,6,10,12,11,9,4,3,0,0
Saturday 30th January,Real Madrid,Levante,Alfredo Di Stefano.,,46.8,53.2,8,14,2,8,5,3,1,3,86.1,88.4,3,1,3,7,2,1,44.4,62.5,50.0,50.0,6,1,9,20,20,9,1,2,1,0
Saturday 30th January,Valencia,Elche,Mestalla.,,45.3,54.7,14,10,4,1,6,7,4,2,79.8,82.2,2,0,4,10,2,5,50.0,84.6,44.4,55.6,1,2,18,15,15,15,1,7,0,0
Saturday 30th January,Villarreal,Real Sociedad,Estadio de la Ceramica.,,35.0,65.0,4,12,2,3,1,6,1,3,79.2,86.5,0,1,1,7,2,1,69.2,54.5,46.7,53.3,2,1,10,17,15,10,1,3,0,0
Friday 29th January,Real Valladolid,SD Huesca,Jose Zorrilla.,,55.2,44.8,14,11,4,5,8,5,2,1,82.2,77.2,3,2,6,7,1,3,61.1,69.2,25.0,75.0,2,3,12,12,12,12,2,2,0,0
Monday 25th January,Athletic Bilbao,Getafe,San Mames.,,51.9,48.1,11,6,8,2,3,3,0,1,71.2,73.9,4,1,4,4,1,2,77.8,70.6,61.5,38.5,1,3,13,18,16,12,4,4,0,0
Sunday 24th January,Osasuna,Granada,El Sadar.,,49.2,50.8,7,12,4,1,2,8,1,3,60.6,64.8,2,0,1,5,1,2,33.3,33.3,62.2,37.8,0,1,15,15,14,14,3,3,1,0
Sunday 24th January,Elche,Barcelona,Martinez Valero.,,34.7,65.3,4,15,2,8,2,6,0,1,83.9,91.0,0,3,0,7,1,1,70.0,70.6,37.5,62.5,6,2,15,9,9,15,0,2,0,0
Sunday 24th January,Celta Vigo,Eibar,Balaidos.,,56.0,44.0,8,9,4,2,3,4,1,3,77.0,70.9,2,1,0,6,2,1,50.0,46.7,48.1,51.9,1,3,10,16,15,10,4,3,0,0
Sunday 24th January,Atletico Madrid,Valencia,Wanda Metropolitano.,,48.8,51.2,14,8,5,4,4,2,5,2,81.4,82.6,4,0,7,7,0,0,84.6,69.2,39.3,60.7,3,2,11,14,13,11,2,0,0,0
Saturday 23rd January,SD Huesca,Villarreal,El Alcoraz.,,43.8,56.2,5,8,1,2,3,5,1,1,79.1,85.0,0,1,1,2,2,2,63.2,47.4,36.4,63.6,2,1,9,15,14,9,3,1,0,0
Saturday 23rd January,Sevilla,Cadiz,Ramon Sanchez Pizjuan.,,80.0,20.0,15,9,7,3,6,6,2,0,90.1,56.3,3,2,7,6,3,3,87.5,64.3,52.0,48.0,3,4,12,6,6,11,1,3,0,0
Saturday 23rd January,Real Sociedad,Real Betis,Reale Seguros Stadium.,,53.3,46.7,12,7,6,4,5,1,1,2,80.5,81.0,2,1,8,3,2,1,35.3,81.8,62.2,37.8,2,3,14,13,13,12,2,2,0,0
Saturday 23rd January,Alaves,Real Madrid,Mendizorroza.,,39.2,60.8,14,10,4,7,6,3,4,0,82.8,89.0,1,2,4,4,1,1,22.2,42.9,38.9,61.1,2,4,16,7,7,16,5,3,0,0
Friday 22nd January,Levante,Real Valladolid,Ciutat de Valencia.,,58.6,41.4,11,7,3,3,4,4,4,0,83.3,74.4,1,1,8,2,0,2,80.0,81.0,54.5,45.5,1,1,16,12,9,15,0,1,0,0
Thursday 21st January,Valencia,Osasuna,Mestalla.,,63.9,36.1,10,14,3,5,4,6,3,3,85.0,72.8,0,1,9,4,5,2,88.9,22.2,45.5,54.5,4,3,8,17,16,7,1,3,0,0
Thursday 21st January,Eibar,Atletico Madrid,Estadio Municipal de Ipura.,,35.4,64.6,12,9,2,4,9,2,1,3,56.8,77.6,0,0,3,3,0,2,52.9,68.8,51.1,48.9,2,1,24,9,9,23,3,2,0,0
Wednesday 20th January,Getafe,SD Huesca,Coliseum Alfonso Perez.,,48.1,51.9,12,15,5,3,4,7,3,5,74.2,75.1,1,0,3,8,0,2,66.7,63.2,48.7,51.3,3,4,15,14,11,13,2,3,0,0
Wednesday 20th January,Real Betis,Celta Vigo,Benito Villamarin.,,41.7,58.3,12,10,4,3,4,5,4,2,73.8,79.8,1,1,5,6,1,1,37.5,47.8,51.6,48.4,2,2,13,16,16,11,2,3,0,0
Wednesday 20th January,Villarreal,Granada,Estadio de la Ceramica.,,68.8,31.2,8,3,3,2,1,1,4,0,87.1,69.9,1,0,3,0,2,2,46.2,50.0,58.1,41.9,0,1,11,11,11,11,2,4,0,1
Tuesday 19th January,Cadiz,Levante,Ramon de Carranza.,,30.3,69.7,8,8,2,5,5,2,1,1,67.8,84.3,0,3,5,2,1,1,46.2,41.7,45.9,54.1,3,0,13,11,10,12,3,1,0,0
Tuesday 19th January,Real Valladolid,Elche,Jose Zorrilla.,,62.0,38.0,13,9,2,3,8,4,3,2,85.8,78.9,1,1,4,5,1,1,61.5,83.3,63.2,36.8,1,1,14,19,19,11,1,3,1,0
Tuesday 19th January,Alaves,Sevilla,Mendizorroza.,,37.4,62.6,12,7,3,3,3,1,6,3,68.5,80.2,2,1,3,2,0,1,71.4,33.3,46.9,53.1,1,2,15,14,10,14,3,3,0,0
Tuesday 12th January,Granada,Osasuna,Estadio Los Carmenes.,,39.9,60.1,10,15,3,3,2,6,5,6,58.0,74.0,1,0,4,4,3,1,58.3,60.0,45.8,54.2,3,1,16,17,17,16,1,4,0,0
Tuesday 12th January,Atletico Madrid,Sevilla,Wanda Metropolitano.,,33.9,66.1,5,13,4,2,0,7,1,4,81.2,90.4,1,3,3,12,3,0,50.0,53.8,57.9,42.1,2,2,14,11,10,14,2,0,0,0
Monday 11th January,Elche,Getafe,Martinez Valero.,,46.0,54.0,7,14,4,7,2,2,1,5,82.4,84.4,2,3,1,7,1,1,62.5,53.8,44.0,56.0,4,3,14,16,14,13,2,2,1,0
Monday 11th January,SD Huesca,Real Betis,El Alcoraz.,,48.8,51.2,10,15,3,5,6,6,1,4,79.5,80.2,3,4,3,6,5,0,51.9,76.2,41.9,58.1,3,3,12,13,13,10,2,0,0,1
Sunday 10th January,Levante,Eibar,Ciutat de Valencia.,,53.8,46.2,4,17,2,4,1,8,1,5,71.3,70.4,2,1,4,9,4,1,56.3,78.9,57.1,42.9,3,0,12,8,6,10,2,0,0,0
Sunday 10th January,Cadiz,Alaves,Ramon de Carranza.,,39.2,60.8,10,5,7,2,3,3,0,0,64.3,76.4,4,0,4,1,3,4,72.7,50.0,37.7,62.3,1,4,17,10,10,16,1,2,0,1
Sunday 10th January,Real Valladolid,Valencia,Jose Zorrilla.,,42.3,57.7,11,17,4,6,5,6,2,5,74.3,76.9,0,1,0,4,3,5,81.8,66.7,34.9,65.1,5,4,14,14,14,12,2,3,0,0
Saturday 9th January,Sevilla,Real Sociedad,Ramon Sanchez Pizjuan.,,60.4,39.6,12,10,7,4,3,2,2,4,82.5,77.2,4,3,2,9,1,0,90.9,26.3,53.6,46.4,2,4,8,18,16,7,0,3,0,0
Saturday 9th January,Granada,Barcelona,Estadio Los Carmenes.,,27.6,72.4,8,13,4,4,2,5,2,4,79.1,91.6,1,1,4,1,2,2,83.3,28.6,36.8,63.2,0,4,16,3,2,16,2,3,1,0
Saturday 9th January,Osasuna,Real Madrid,El Sadar.,,29.9,70.1,8,9,2,1,4,4,2,4,72.6,89.2,1,0,2,4,1,3,50.0,84.6,51.9,48.1,1,2,9,3,3,9,0,0,0,0
Friday 8th January,Celta Vigo,Villarreal,Balaidos.,,56.8,43.2,8,15,3,6,2,5,3,4,88.6,84.5,0,6,3,4,0,0,45.0,72.7,50.0,50.0,2,3,15,18,14,14,1,0,0,0
Wednesday 6th January,Athletic Bilbao,Barcelona,San Mames.,,42.6,57.4,8,13,3,9,4,4,1,0,85.0,89.3,0,3,3,4,0,4,54.5,47.6,37.5,62.5,6,2,10,6,6,9,2,1,0,0
Monday 4th January,Valencia,Cadiz,Mestalla.,,71.4,28.6,11,9,4,2,3,7,4,0,86.2,67.3,1,0,9,7,2,6,64.7,75.0,51.4,48.6,1,3,11,17,15,10,2,2,0,0
Sunday 3rd January,Athletic Bilbao,Elche,San Mames.,,49.2,50.8,13,5,2,2,7,2,4,1,84.1,82.8,1,0,5,4,5,0,50.0,56.3,56.5,43.5,1,1,15,13,13,14,2,1,0,0
Sunday 3rd January,Alaves,Atletico Madrid,Mendizorroza.,,40.9,59.1,4,8,1,4,3,2,0,2,74.4,82.0,0,3,1,5,2,4,87.5,61.1,42.9,57.1,2,1,14,12,11,13,0,2,1,0
Sunday 3rd January,Eibar,Granada,Estadio Municipal de Ipura.,,55.9,44.1,15,6,7,3,1,2,7,1,61.2,48.9,1,2,4,2,3,3,60.0,61.9,49.4,50.6,3,5,10,9,8,9,2,1,0,0
Sunday 3rd January,Real Sociedad,Osasuna,Reale Seguros Stadium.,,62.1,37.9,8,6,2,2,5,2,1,2,74.9,59.2,1,1,7,2,3,0,64.3,57.1,35.5,64.5,1,1,15,8,7,14,1,1,0,0
